Customer ID,First Date,Last Date,Customer Tenure,Recency,Frequency,Monetary,Total Quantity,First Order Revenue,Avg Days Between Orders,First Order Quantity,Average Order Value,Customer Lifetime Value,Repeat Purchase Customer,Relative Repeat Rate,Churn Likelihood,Average Basket Size,Customer Segment
1756,2013-03-12,2013-03-12,0,294,1,50.5,7,45.36,0,7,50.5,0.0,0,0.037037037037037035,0.8054794520547945,7.0,Low Value
1757,2012-08-05,2012-08-05,0,513,1,70.16,11,65.78,0,11,70.16,0.0,0,0.037037037037037035,1.4054794520547946,11.0,Low Value
1758,2013-03-12,2013-03-12,0,294,1,697.11,3,628.11,0,3,697.11,0.0,0,0.037037037037037035,0.8054794520547945,3.0,Low Value
1759,2012-08-05,2012-08-05,0,513,1,190.16,9,188.91,0,9,190.16,0.0,0,0.037037037037037035,1.4054794520547946,9.0,Low Value
1760,2012-02-14,2012-02-14,0,686,1,628.8,5,559.8,0,5,628.8,0.0,0,0.037037037037037035,1.8794520547945206,5.0,Low Value
1762,2012-03-22,2012-03-22,0,649,1,41.71,3,34.74,0,3,41.71,0.0,0,0.037037037037037035,1.7780821917808218,3.0,Low Value
1763,2012-03-22,2012-11-25,0,401,4,883.0,51,77.69999999999999,82,10,220.75,0.0,1,0.14814814814814814,1.0986301369863014,12.75,Low Value
1764,2010-01-09,2010-07-22,0,1258,3,1437.54,39,1275.8899999999999,-97,11,479.18,0.0,1,0.1111111111111111,3.4465753424657533,13.0,Low Value
1765,2010-04-11,2013-04-27,3,248,7,4445.37,77,46.16,185,8,635.0528571428571,13336.11,1,0.25925925925925924,0.6794520547945205,11.0,High Value
1767,2010-09-26,2012-08-28,1,490,3,7537.79,67,815.68,351,16,2512.596666666667,7537.79,1,0.1111111111111111,1.3424657534246576,22.333333333333332,High Value
1769,2012-12-11,2013-07-10,0,174,5,12315.869999999999,97,3412.51,52,37,2463.174,0.0,1,0.18518518518518517,0.4767123287671233,19.4,Low Value
1770,2011-08-26,2011-08-26,0,858,3,489.15,44,250.68,0,12,163.04999999999998,0.0,1,0.1111111111111111,2.350684931506849,14.666666666666666,Low Value
1771,2010-06-03,2013-06-30,3,184,3,927.81,34,426.85999999999996,561,7,309.27,2783.43,1,0.1111111111111111,0.5041095890410959,11.333333333333334,Medium Value
1772,2011-07-16,2013-12-24,2,7,5,2230.28,49,52.44,223,3,446.05600000000004,4460.56,1,0.18518518518518517,0.019178082191780823,9.8,Medium Value
1773,2011-07-16,2013-12-24,2,7,5,8669.61,193,192.28,223,11,1733.922,17339.22,1,0.18518518518518517,0.019178082191780823,38.6,High Value
1775,2010-12-14,2013-12-14,3,17,3,557.78,39,271.95,548,21,185.92666666666665,1673.34,1,0.1111111111111111,0.04657534246575343,13.0,Medium Value
1776,2010-04-08,2011-04-08,1,998,4,931.74,49,109.82000000000001,121,19,232.935,931.74,1,0.14814814814814814,2.734246575342466,12.25,Medium Value
1777,2010-02-10,2012-04-12,2,628,7,5503.629999999999,98,38.01,120,7,786.232857142857,11007.259999999998,1,0.25925925925925924,1.7205479452054795,14.0,High Value
1778,2010-10-11,2013-10-11,3,81,11,8888.69,115,293.79,109,21,808.0627272727273,26666.07,1,0.4074074074074074,0.2219178082191781,10.454545454545455,High Value
1779,2011-05-28,2012-09-04,1,483,3,1091.38,14,100.98,232,1,363.79333333333335,1091.38,1,0.1111111111111111,1.3232876712328767,4.666666666666667,Medium Value
1781,2010-07-07,2012-10-12,2,445,5,6519.360000000001,78,610.28,169,11,1303.872,13038.720000000001,1,0.18518518518518517,1.2191780821917808,15.6,High Value
1782,2010-06-01,2013-11-25,3,36,6,11286.92,106,22.96,254,7,1881.1533333333334,33860.76,1,0.2222222222222222,0.09863013698630137,17.666666666666668,High Value
1783,2011-10-14,2013-12-12,2,19,6,3384.4900000000002,70,557.64,158,18,564.0816666666667,6768.9800000000005,1,0.2222222222222222,0.052054794520547946,11.666666666666666,High Value
1784,2013-12-12,2013-12-12,0,19,1,2201.76,12,2171.7599999999998,0,12,2201.76,0.0,0,0.037037037037037035,0.052054794520547946,12.0,Low Value
1785,2013-12-12,2013-12-12,0,19,1,902.06,9,893.07,0,9,902.06,0.0,0,0.037037037037037035,0.052054794520547946,9.0,Low Value
1786,2013-12-12,2013-12-13,0,18,2,16981.120000000003,27,12333.720000000001,1,14,8490.560000000001,0.0,1,0.07407407407407407,0.049315068493150684,13.5,Low Value
1788,2010-07-21,2011-09-06,1,847,6,2679.05,52,1235.94,77,6,446.5083333333334,2679.05,1,0.2222222222222222,2.3205479452054796,8.666666666666666,Medium Value
1789,2011-08-17,2011-12-24,0,738,4,1935.3,47,123.12,43,19,483.825,0.0,1,0.14814814814814814,2.021917808219178,11.75,Low Value
1790,2012-08-23,2013-11-06,1,55,6,4959.84,82,2316.38,88,22,826.64,4959.84,1,0.2222222222222222,0.1506849315068493,13.666666666666666,Medium Value
1792,2012-03-17,2012-07-19,0,530,3,3073.88,30,1219.8999999999999,62,5,1024.6266666666668,0.0,1,0.1111111111111111,1.452054794520548,10.0,Low Value
1793,2010-06-01,2013-11-06,3,55,6,10854.79,69,7047.84,246,8,1809.131666666667,32564.370000000003,1,0.2222222222222222,0.1506849315068493,11.5,High Value
1794,2012-10-27,2012-10-27,0,430,1,101.15,13,95.94,0,13,101.15,0.0,0,0.037037037037037035,1.178082191780822,13.0,Low Value
1796,2011-09-26,2013-12-17,2,14,15,19818.94,124,96.8,57,10,1321.2626666666665,39637.88,1,0.5555555555555556,0.038356164383561646,8.266666666666667,High Value
1798,2012-10-22,2012-10-22,0,435,2,1239.8200000000002,22,136.64999999999998,0,15,619.9100000000001,0.0,1,0.07407407407407407,1.1917808219178083,11.0,Low Value
1799,2011-08-26,2013-05-10,1,235,3,463.52,19,274.8,311,10,154.50666666666666,463.52,1,0.1111111111111111,0.6438356164383562,6.333333333333333,Medium Value
1800,2011-03-19,2013-05-10,2,235,2,317.15,28,131.76,783,12,158.575,634.3,1,0.07407407407407407,0.6438356164383562,14.0,Medium Value
1802,2010-01-06,2013-03-30,3,276,5,9865.810000000001,50,40.480000000000004,274,11,1973.1620000000003,29597.430000000004,1,0.18518518518518517,0.7561643835616438,10.0,High Value
1803,2013-07-01,2013-07-01,0,183,1,4.22,2,3.52,0,2,4.22,0.0,0,0.037037037037037035,0.5013698630136987,2.0,Low Value
1804,2013-01-18,2013-01-18,0,347,1,1758.52,9,1738.53,0,9,1758.52,0.0,0,0.037037037037037035,0.9506849315068493,9.0,Low Value
1805,2013-08-15,2013-08-15,0,138,1,118.07,17,110.16000000000001,0,17,118.07,0.0,0,0.037037037037037035,0.3780821917808219,17.0,Low Value
1807,2011-04-01,2013-02-03,1,331,3,3502.98,21,289.53,337,1,1167.66,3502.98,1,0.1111111111111111,0.9068493150684932,7.0,Medium Value
1808,2010-03-17,2012-09-08,2,479,6,2373.32,44,81.19999999999999,181,10,395.55333333333334,4746.64,1,0.2222222222222222,1.3123287671232877,7.333333333333333,Medium Value
1809,2011-06-06,2012-10-21,1,436,2,464.56,31,133.44,503,16,232.28,464.56,1,0.07407407407407407,1.1945205479452055,15.5,Medium Value
1810,2011-06-06,2012-10-21,1,436,5,7444.16,317,542.1,125,65,1488.8319999999999,7444.16,1,0.18518518518518517,1.1945205479452055,63.4,High Value
1811,2012-09-15,2012-09-15,0,472,3,1408.78,48,588.62,0,19,469.5933333333333,0.0,1,0.1111111111111111,1.2931506849315069,16.0,Low Value
1813,2011-10-02,2012-10-15,1,442,2,84.72,7,4.71,379,1,42.36,84.72,1,0.07407407407407407,1.210958904109589,3.5,Medium Value
1814,2010-05-23,2011-10-02,1,821,4,5575.77,41,1317.67,165,17,1393.9425,5575.77,1,0.14814814814814814,2.249315068493151,10.25,Medium Value
1815,2010-11-08,2013-08-01,2,152,3,2216.9,24,1273.58,451,14,738.9666666666667,4433.8,1,0.1111111111111111,0.41643835616438357,8.0,Medium Value
1816,2010-05-08,2013-07-21,3,163,4,2572.77,39,199.12,390,19,643.1925,7718.3099999999995,1,0.14814814814814814,0.4465753424657534,9.75,High Value
1817,2012-09-10,2013-10-15,1,77,4,526.48,29,182.94,128,3,131.62,526.48,1,0.14814814814814814,0.21095890410958903,7.25,Medium Value
1818,2010-10-15,2013-10-15,3,77,4,1333.83,41,53.94,365,3,333.4575,4001.49,1,0.14814814814814814,0.21095890410958903,10.25,Medium Value
1819,2011-02-17,2013-07-03,2,181,3,425.16999999999996,16,145.74,379,3,141.72333333333333,850.3399999999999,1,0.1111111111111111,0.4958904109589041,5.333333333333333,Medium Value
1820,2011-07-08,2013-07-21,2,163,2,300.15,12,74.64,744,6,150.075,600.3,1,0.07407407407407407,0.4465753424657534,6.0,Medium Value
1821,2010-05-08,2013-07-21,3,163,17,19186.6,538,796.48,73,76,1128.6235294117646,57559.799999999996,1,0.6296296296296297,0.4465753424657534,31.647058823529413,High Value
1822,2011-10-01,2013-02-08,1,326,6,54583.520000000004,322,23045.08,99,46,9097.253333333334,54583.520000000004,1,0.2222222222222222,0.8931506849315068,53.666666666666664,High Value
1823,2012-03-02,2012-03-02,0,669,1,317.83,8,315.84,0,8,317.83,0.0,0,0.037037037037037035,1.832876712328767,8.0,Low Value
1824,2011-10-01,2013-02-08,1,326,5,13802.09,74,6011.76,124,12,2760.418,13802.09,1,0.18518518518518517,0.8931506849315068,14.8,High Value
1826,2010-04-18,2012-08-31,2,487,4,2600.96,33,370.93,288,7,650.24,5201.92,1,0.14814814814814814,1.3342465753424657,8.25,Medium Value
1827,2010-02-19,2013-02-19,3,315,6,4645.08,43,53.82000000000001,219,9,774.18,13935.24,1,0.2222222222222222,0.863013698630137,7.166666666666667,High Value
1828,2010-02-19,2013-06-07,3,207,5,327.95,31,41.86,301,7,65.59,983.8499999999999,1,0.18518518518518517,0.5671232876712329,6.2,Medium Value
1829,2010-03-25,2010-06-07,0,1303,4,474.65,19,53.2,24,5,118.6625,0.0,1,0.14814814814814814,3.56986301369863,4.75,Low Value
1831,2011-11-26,2012-11-18,0,408,4,1158.27,74,399.6,119,20,289.5675,0.0,1,0.14814814814814814,1.1178082191780823,18.5,Low Value
1833,2012-01-21,2012-08-25,0,493,3,249.19,37,54.010000000000005,108,11,83.06333333333333,0.0,1,0.1111111111111111,1.3506849315068492,12.333333333333334,Low Value
1834,2013-09-03,2013-09-03,0,119,1,291.22,8,287.92,0,8,291.22,0.0,0,0.037037037037037035,0.32602739726027397,8.0,Low Value
1836,2010-10-19,2013-04-04,2,271,7,16765.9,53,779.95,149,5,2395.128571428572,33531.8,1,0.25925925925925924,0.7424657534246575,7.571428571428571,High Value
1837,2010-10-19,2013-09-06,2,116,5,396.65,26,23.92,263,4,79.33,793.3,1,0.18518518518518517,0.3178082191780822,5.2,Medium Value
1838,2013-04-04,2013-04-04,0,271,1,64.97,4,57.8,0,4,64.97,0.0,0,0.037037037037037035,0.7424657534246575,4.0,Low Value
1839,2013-04-04,2013-04-04,0,271,1,138.14,12,131.64000000000001,0,12,138.14,0.0,0,0.037037037037037035,0.7424657534246575,12.0,Low Value
1840,2010-09-30,2010-09-30,0,1188,1,535.73,13,532.74,0,13,535.73,0.0,0,0.037037037037037035,3.254794520547945,13.0,Low Value
1842,2011-01-29,2012-08-14,1,504,5,1525.2299999999998,41,34.86,140,7,305.04599999999994,1525.2299999999998,1,0.18518518518518517,1.3808219178082193,8.2,Medium Value
1843,2012-08-14,2012-11-15,0,411,3,5207.57,70,461.56,46,22,1735.8566666666666,0.0,1,0.1111111111111111,1.126027397260274,23.333333333333332,Low Value
1845,2013-05-19,2013-05-19,0,226,1,192.98,1,172.99,0,1,192.98,0.0,0,0.037037037037037035,0.6191780821917808,1.0,Low Value
1846,2013-05-19,2013-05-19,0,226,1,18.93,1,13.43,0,1,18.93,0.0,0,0.037037037037037035,0.6191780821917808,1.0,Low Value
1847,2011-07-28,2013-10-17,2,75,6,5165.21,47,248.98,162,2,860.8683333333333,10330.42,1,0.2222222222222222,0.2054794520547945,7.833333333333333,High Value
1849,2010-01-04,2011-05-14,1,962,4,3853.5099999999998,35,287.92,165,8,963.3774999999999,3853.5099999999998,1,0.14814814814814814,2.6356164383561644,8.75,Medium Value
1850,2011-03-08,2013-11-08,2,53,8,6768.1900000000005,75,24.55,133,5,846.0237500000001,13536.380000000001,1,0.2962962962962963,0.14520547945205478,9.375,High Value
1852,2010-09-19,2013-02-06,2,328,7,1765.4,51,64.80000000000001,145,10,252.20000000000002,3530.8,1,0.25925925925925924,0.8986301369863013,7.285714285714286,Medium Value
1853,2013-07-13,2013-07-13,0,171,1,838.99,15,832.1999999999999,0,15,838.99,0.0,0,0.037037037037037035,0.4684931506849315,15.0,Low Value
1854,2010-09-19,2012-11-16,2,410,2,530.28,36,491.68,789,16,265.14,1060.56,1,0.07407407407407407,1.1232876712328768,18.0,Medium Value
1855,2011-06-11,2011-06-11,0,934,1,59.55,20,53.2,0,20,59.55,0.0,0,0.037037037037037035,2.558904109589041,20.0,Low Value
1856,2013-02-06,2013-02-06,0,328,1,3075.49,15,3061.5,0,15,3075.49,0.0,0,0.037037037037037035,0.8986301369863013,15.0,Low Value
1857,2012-11-16,2012-11-16,0,410,1,208.93,41,204.18,0,41,208.93,0.0,0,0.037037037037037035,1.1232876712328768,41.0,Low Value
1858,2013-02-06,2013-02-06,0,328,1,5059.77,18,5036.58,0,18,5059.77,0.0,0,0.037037037037037035,0.8986301369863013,18.0,Low Value
1859,2012-11-16,2012-11-16,0,410,1,5174.58,41,5165.59,0,41,5174.58,0.0,0,0.037037037037037035,1.1232876712328768,41.0,Low Value
1860,2010-06-15,2010-06-15,0,1295,1,31.39,5,29.900000000000002,0,5,31.39,0.0,0,0.037037037037037035,3.547945205479452,5.0,Low Value
1861,2012-01-29,2012-01-29,0,702,1,237.26,9,224.28000000000003,0,9,237.26,0.0,0,0.037037037037037035,1.9232876712328768,9.0,Low Value
1862,2012-02-01,2012-02-01,0,699,1,41.88,7,40.879999999999995,0,7,41.88,0.0,0,0.037037037037037035,1.915068493150685,7.0,Low Value
1863,2012-06-11,2012-06-11,0,568,1,3084.0,30,3024.0,0,30,3084.0,0.0,0,0.037037037037037035,1.5561643835616439,30.0,Low Value
1864,2012-06-23,2012-06-23,0,556,1,736.0,9,728.82,0,9,736.0,0.0,0,0.037037037037037035,1.5232876712328767,9.0,Low Value
1865,2011-06-05,2011-06-05,0,940,1,1279.92,7,1259.93,0,7,1279.92,0.0,0,0.037037037037037035,2.5753424657534247,7.0,Low Value
1866,2012-06-23,2012-06-23,0,556,1,76.39,11,71.28,0,11,76.39,0.0,0,0.037037037037037035,1.5232876712328767,11.0,Low Value
1867,2013-08-21,2013-08-21,0,132,1,225.63,10,220.10000000000002,0,10,225.63,0.0,0,0.037037037037037035,0.36164383561643837,10.0,Low Value
1869,2010-03-05,2013-02-23,2,311,3,4210.7300000000005,25,80.9,543,10,1403.5766666666668,8421.460000000001,1,0.1111111111111111,0.852054794520548,8.333333333333334,High Value
1870,2013-02-23,2013-02-23,0,311,1,1083.48,12,1023.48,0,12,1083.48,0.0,0,0.037037037037037035,0.852054794520548,12.0,Low Value
1872,2013-08-28,2013-12-05,0,26,3,346.63,32,85.19999999999999,-50,12,115.54333333333334,0.0,1,0.1111111111111111,0.07123287671232877,10.666666666666666,Low Value
1873,2010-01-17,2013-12-05,3,26,4,2886.6899999999996,37,90.48,472,1,721.6724999999999,8660.07,1,0.14814814814814814,0.07123287671232877,9.25,High Value
1875,2010-01-29,2013-10-26,3,66,6,5731.77,84,383.96,273,4,955.2950000000001,17195.31,1,0.2222222222222222,0.18082191780821918,14.0,High Value
1876,2013-08-14,2013-08-14,0,139,1,1424.47,2,1399.98,0,2,1424.47,0.0,0,0.037037037037037035,0.38082191780821917,2.0,Low Value
1877,2013-06-18,2013-06-18,0,196,1,8.9,6,5.9399999999999995,0,6,8.9,0.0,0,0.037037037037037035,0.536986301369863,6.0,Low Value
1879,2012-11-30,2012-11-30,0,396,1,507.16,14,503.86,0,14,507.16,0.0,0,0.037037037037037035,1.084931506849315,14.0,Low Value
1880,2013-02-06,2013-02-06,0,328,1,1124.62,17,1121.83,0,17,1124.62,0.0,0,0.037037037037037035,0.8986301369863013,17.0,Low Value
1881,2013-02-06,2013-02-06,0,328,1,6.38,1,5.43,0,1,6.38,0.0,0,0.037037037037037035,0.8986301369863013,1.0,Low Value
1882,2010-01-09,2010-01-09,0,1452,1,11.45,1,5.78,0,1,11.45,0.0,0,0.037037037037037035,3.978082191780822,1.0,Low Value
1883,2012-11-30,2012-11-30,0,396,1,21.82,5,20.65,0,5,21.82,0.0,0,0.037037037037037035,1.084931506849315,5.0,Low Value
1884,2013-02-06,2013-02-06,0,328,1,457.28,11,450.78,0,11,457.28,0.0,0,0.037037037037037035,0.8986301369863013,11.0,Low Value
1885,2010-01-09,2010-01-09,0,1452,1,8049.3,15,8034.599999999999,0,15,8049.3,0.0,0,0.037037037037037035,3.978082191780822,15.0,Low Value
1886,2013-02-05,2013-02-05,0,329,1,82.34,8,72.48,0,8,82.34,0.0,0,0.037037037037037035,0.9013698630136986,8.0,Low Value
1888,2012-01-10,2013-06-29,1,185,3,5872.820000000001,40,4168.32,268,13,1957.6066666666668,5872.820000000001,1,0.1111111111111111,0.5068493150684932,13.333333333333334,High Value
1889,2010-10-17,2011-09-11,0,842,2,1305.0,42,1103.2,329,14,652.5,0.0,1,0.07407407407407407,2.3068493150684932,21.0,Low Value
1890,2011-01-03,2013-06-06,2,208,5,472.37,31,242.89999999999998,221,5,94.474,944.74,1,0.18518518518518517,0.5698630136986301,6.2,Medium Value
1891,2010-05-10,2013-10-03,3,89,4,3819.4799999999996,32,2244.48,414,7,954.8699999999999,11458.439999999999,1,0.14814814814814814,0.24383561643835616,8.0,High Value
1893,2010-04-26,2013-11-28,3,33,3,4911.75,42,904.9,656,5,1637.25,14735.25,1,0.1111111111111111,0.09041095890410959,14.0,High Value
1894,2010-02-24,2010-09-18,0,1200,3,4121.99,26,3611.76,103,12,1373.9966666666667,0.0,1,0.1111111111111111,3.287671232876712,8.666666666666666,Low Value
1896,2012-02-03,2012-06-06,0,573,2,70.28,12,13.900000000000002,124,5,35.14,0.0,1,0.07407407407407407,1.5698630136986302,6.0,Low Value
1898,2013-02-15,2013-02-15,0,319,1,68.95,8,63.92,0,8,68.95,0.0,0,0.037037037037037035,0.873972602739726,8.0,Low Value
1899,2011-01-12,2011-01-12,0,1084,1,67.13,3,64.14,0,3,67.13,0.0,0,0.037037037037037035,2.96986301369863,3.0,Low Value
1900,2011-01-12,2011-01-12,0,1084,1,7.99,4,7.24,0,4,7.99,0.0,0,0.037037037037037035,2.96986301369863,4.0,Low Value
1901,2013-02-15,2013-02-15,0,319,1,3235.6,10,3206.3999999999996,0,10,3235.6,0.0,0,0.037037037037037035,0.873972602739726,10.0,Low Value
1902,2011-06-04,2012-08-20,1,498,4,2766.11,42,452.93999999999994,147,3,691.5275,2766.11,1,0.14814814814814814,1.3643835616438356,10.5,Medium Value
1903,2011-01-12,2011-01-12,0,1084,1,111.96,19,110.96,0,19,111.96,0.0,0,0.037037037037037035,2.96986301369863,19.0,Low Value
1904,2011-01-29,2013-07-06,2,178,3,1516.91,26,807.36,444,12,505.6366666666667,3033.82,1,0.1111111111111111,0.4876712328767123,8.666666666666666,Medium Value
1906,2010-11-17,2012-04-01,1,639,3,3962.09,32,3805.78,250,22,1320.6966666666667,3962.09,1,0.1111111111111111,1.7506849315068493,10.666666666666666,Medium Value
1907,2010-11-17,2013-07-21,2,163,3,1094.5,28,7.64,488,1,364.8333333333333,2189.0,1,0.1111111111111111,0.4465753424657534,9.333333333333334,Medium Value
1908,2011-07-21,2013-07-25,2,159,3,653.36,33,184.2,367,15,217.78666666666666,1306.72,1,0.1111111111111111,0.43561643835616437,11.0,Medium Value
1910,2010-01-07,2013-01-07,3,358,3,3127.43,19,58.34,548,2,1042.4766666666667,9382.289999999999,1,0.1111111111111111,0.9808219178082191,6.333333333333333,High Value
1912,2011-10-30,2011-10-30,0,793,1,585.43,17,539.9200000000001,0,17,585.43,0.0,0,0.037037037037037035,2.1726027397260275,17.0,Low Value
1913,2011-07-26,2013-12-19,2,12,7,690.3,73,39.8,146,10,98.61428571428571,1380.6,1,0.25925925925925924,0.03287671232876712,10.428571428571429,Medium Value
1914,2013-08-06,2013-08-06,0,147,1,1467.64,5,1447.6499999999999,0,5,1467.64,0.0,0,0.037037037037037035,0.40273972602739727,5.0,Low Value
1916,2010-02-27,2010-04-16,0,1355,2,1232.8200000000002,16,83.93,48,7,616.4100000000001,0.0,1,0.07407407407407407,3.712328767123288,8.0,Low Value
1917,2010-01-09,2013-02-03,3,331,7,1770.28,43,130.9,174,7,252.89714285714285,5310.84,1,0.25925925925925924,0.9068493150684932,6.142857142857143,Medium Value
1918,2010-04-10,2012-05-31,2,579,6,1123.71,53,177.48,140,17,187.285,2247.42,1,0.2222222222222222,1.5863013698630137,8.833333333333334,Medium Value
1919,2010-08-24,2013-08-24,3,129,3,1846.3899999999999,10,979.95,548,5,615.4633333333333,5539.17,1,0.1111111111111111,0.35342465753424657,3.3333333333333335,Medium Value
1921,2011-06-21,2011-06-21,0,924,1,601.21,18,599.22,0,18,601.21,0.0,0,0.037037037037037035,2.5315068493150683,18.0,Low Value
1922,2011-06-27,2011-06-27,0,918,1,688.91,8,687.92,0,8,688.91,0.0,0,0.037037037037037035,2.515068493150685,8.0,Low Value
1923,2011-06-21,2011-06-21,0,924,1,16.85,4,11.52,0,4,16.85,0.0,0,0.037037037037037035,2.5315068493150683,4.0,Low Value
1924,2011-06-27,2011-06-27,0,918,1,89.59,4,80.6,0,4,89.59,0.0,0,0.037037037037037035,2.515068493150685,4.0,Low Value
1925,2011-03-07,2013-10-01,2,91,2,2146.21,19,566.79,939,7,1073.105,4292.42,1,0.07407407407407407,0.2493150684931507,9.5,Medium Value
1927,2010-06-02,2013-10-15,3,77,5,5964.42,55,2077.68,307,8,1192.884,17893.260000000002,1,0.18518518518518517,0.21095890410958903,11.0,High Value
1928,2010-07-21,2013-09-01,3,121,3,2351.91,6,1889.99,517,1,783.9699999999999,7055.73,1,0.1111111111111111,0.3315068493150685,2.0,High Value
1930,2011-09-13,2011-09-13,0,840,1,61.78,10,54.0,0,10,61.78,0.0,0,0.037037037037037035,2.3013698630136985,10.0,Low Value
1931,2012-07-27,2013-09-03,1,119,2,129.07,15,92.4,403,12,64.535,129.07,1,0.07407407407407407,0.32602739726027397,7.5,Medium Value
1933,2010-04-19,2012-12-09,2,387,2,90.13,30,35.8,965,10,45.065,180.26,1,0.07407407407407407,1.0602739726027397,15.0,Medium Value
1934,2010-11-30,2012-12-09,2,387,3,640.0400000000001,12,542.9399999999999,370,3,213.3466666666667,1280.0800000000002,1,0.1111111111111111,1.0602739726027397,4.0,Medium Value
1935,2010-08-04,2011-05-08,0,968,6,4247.280000000001,79,386.82,55,9,707.8800000000001,0.0,1,0.2222222222222222,2.652054794520548,13.166666666666666,Low Value
1936,2013-03-20,2013-03-20,0,286,1,663.89,10,659.9,0,10,663.89,0.0,0,0.037037037037037035,0.7835616438356164,10.0,Low Value
1938,2010-03-22,2013-11-20,3,41,6,3278.3199999999997,69,609.92,267,4,546.3866666666667,9834.96,1,0.2222222222222222,0.11232876712328767,11.5,High Value
1939,2012-02-21,2012-02-21,0,679,3,477.4,14,171.98,0,2,159.13333333333333,0.0,1,0.1111111111111111,1.8602739726027397,4.666666666666667,Low Value
1940,2010-03-22,2011-03-27,1,1010,4,2231.42,29,6.84,123,1,557.855,2231.42,1,0.14814814814814814,2.767123287671233,7.25,Medium Value
1942,2012-02-23,2013-09-30,1,92,2,587.73,24,103.76,585,8,293.865,587.73,1,0.07407407407407407,0.25205479452054796,12.0,Medium Value
1943,2011-01-26,2013-04-01,2,274,2,360.5,6,116.28,796,2,180.25,721.0,1,0.07407407407407407,0.7506849315068493,3.0,Medium Value
1945,2013-12-07,2013-12-07,0,24,3,517.38,18,24.900000000000002,0,5,172.46,0.0,1,0.1111111111111111,0.06575342465753424,6.0,Low Value
1946,2010-01-26,2013-03-13,3,293,7,8530.8,57,1091.76,190,12,1218.685714285714,25592.399999999998,1,0.25925925925925924,0.8027397260273973,8.142857142857142,High Value
1948,2011-04-20,2011-04-20,0,986,2,2017.41,19,1829.7599999999998,0,12,1008.705,0.0,1,0.07407407407407407,2.7013698630136984,9.5,Low Value
1949,2010-01-08,2013-09-29,3,93,6,7689.33,64,5090.5199999999995,272,12,1281.555,23067.989999999998,1,0.2222222222222222,0.2547945205479452,10.666666666666666,High Value
1950,2010-06-07,2013-03-07,2,299,4,895.46,46,46.76,334,7,223.865,1790.92,1,0.14814814814814814,0.8191780821917808,11.5,Medium Value
1952,2012-05-28,2013-02-12,0,322,4,9864.599999999999,45,80.92,86,14,2466.1499999999996,0.0,1,0.14814814814814814,0.8821917808219178,11.25,Low Value
1953,2012-02-16,2013-12-16,1,15,7,3925.48,62,36.85,111,5,560.7828571428571,3925.48,1,0.25925925925925924,0.0410958904109589,8.857142857142858,Medium Value
1955,2011-08-11,2011-08-11,0,873,1,5751.23,38,5737.24,0,38,5751.23,0.0,0,0.037037037037037035,2.3917808219178083,38.0,Low Value
1956,2010-12-19,2013-09-13,2,109,3,2920.85,37,778.6199999999999,499,19,973.6166666666667,5841.7,1,0.1111111111111111,0.29863013698630136,12.333333333333334,High Value
1957,2010-07-10,2013-12-19,3,12,7,1968.94,88,77.51,209,1,281.27714285714285,5906.82,1,0.25925925925925924,0.03287671232876712,12.571428571428571,High Value
1958,2010-12-18,2013-09-13,2,109,3,1022.0600000000001,21,216.86,500,7,340.68666666666667,2044.1200000000001,1,0.1111111111111111,0.29863013698630136,7.0,Medium Value
1959,2010-01-22,2013-11-07,3,54,17,41890.82,599,182.52,85,9,2464.165882352941,125672.45999999999,1,0.6296296296296297,0.14794520547945206,35.23529411764706,High Value
1960,2011-12-25,2011-12-25,0,737,2,6175.27,37,1455.68,0,16,3087.635,0.0,1,0.07407407407407407,2.0191780821917806,18.5,Low Value
1961,2011-12-25,2013-09-24,1,98,5,3008.01,44,1127.84,159,8,601.6020000000001,3008.01,1,0.18518518518518517,0.2684931506849315,8.8,Medium Value
1962,2010-10-18,2013-11-07,3,54,5,1147.1399999999999,42,864.72,274,18,229.42799999999997,3441.4199999999996,1,0.18518518518518517,0.14794520547945206,8.4,Medium Value
1963,2011-07-21,2012-11-09,1,417,4,226.56,12,18.5,139,5,56.64,226.56,1,0.14814814814814814,1.1424657534246576,3.0,Medium Value
1964,2013-10-16,2013-10-16,0,76,1,323.9,17,320.28,0,17,323.9,0.0,0,0.037037037037037035,0.20821917808219179,17.0,Low Value
1966,2011-09-30,2012-09-11,0,476,3,3264.3799999999997,39,3076.66,173,17,1088.1266666666666,0.0,1,0.1111111111111111,1.3041095890410959,13.0,Low Value
1967,2010-03-18,2013-03-18,3,288,5,2001.15,52,629.2,274,8,400.23,6003.450000000001,1,0.18518518518518517,0.7890410958904109,10.4,High Value
1968,2012-01-11,2012-02-11,0,689,4,2021.69,94,198.64,10,26,505.4225,0.0,1,0.14814814814814814,1.8876712328767122,23.5,Low Value
1970,2011-11-24,2011-11-24,0,768,1,867.06,24,863.76,0,24,867.06,0.0,0,0.037037037037037035,2.1041095890410957,24.0,Low Value
1971,2010-01-18,2013-08-01,3,152,6,1374.8000000000002,80,34.74,219,3,229.13333333333335,4124.400000000001,1,0.2222222222222222,0.41643835616438357,13.333333333333334,Medium Value
1972,2010-01-18,2012-05-11,2,599,3,4928.93,23,2105.94,422,6,1642.9766666666667,9857.86,1,0.1111111111111111,1.641095890410959,7.666666666666667,High Value
